index,group,shipper_name,first3_addresses,set,Location Index,Name Confidence,Address Confidence,Overall Similarity
704857,,CHANGSHA YIYAO FURNITURE CO LTD,NO 7 DONGSHENG ROAD CHENGJIAO STREET NINGXIANG CITY CHANGSHA CITY HUNAN PROVINCE 410699 CHINA,val,-1,,,
235191,,CHANGSHA YOUZHIFEI E COMMERCE CO,L RM 525-041 5TH FL GAOQIAO ST YUHUA BLOCK CHANGSHA AREA CN ; RM 525 041 5TH FL GAOQIAO ST YUHUA BLOCKCHANGSHA AREA HUNAN ; RM 525-041 5TH FL GAOQIAO ST YUHUA BLOCKCHANGSHA AREA HUNAN,test,-1,,,
726950,,CHANGSHA YU MING AUTO ELECTRIC CO,HONGKAIQIAO VILLAGE CHATING TOWN WANGCHEN DISTRICT CHANGSHA HUNAN 410000 CN,val,2,70.58823529411764,92.3076923076923,80.03147747393272
235192,1.0,CHANGSHA YUANMEI BEAUTY PRODUCTS CO,39 JINWANG RD S JINYU IND PARK NINGXIANG COUNTY ; NO 39 JINWANG ROAD SOUTH JINYU IND USTRIAL PARK NINGXIANG CHANGSHA CITY HUNAN CHINA ; NO 39 JINWANG ROAD SOUTH JINYU IND USTRIAL PARK NINGXIANG CHANGSHA CITY HUNANCHINA,val,-1,,,
469767,1.0,CHANGSHA YUANMEI BEAUTY PRODUCTS CO LTD,NO 39 JINWANG ROAD SOUTH JINYU INDUSTRIAL PARK NINGXIANG CHANGSHA CITY HUNAN CHINA,val,1,65.45454545454545,58.18181818181818,62.292490118577085
352250,,CHANGSHA YUEYU TRADE CO LTD,201-36 2ND FLOOR BUILDING A NO 618 HEPING ROAD CHANGSHA CN ;  201-36 2ND FLOOR BUILDING A NO 618 HEPING ROAD LONGPING HIGH-TECH ;  201-36 2ND FLOOR BUILDING A NO 618 HEPING ROAD LONGPING HIGH-TECH PARK,test,-1,,,
675558,2.0,CHANGSHA YUMING AUTO ELECTRIC LIABI,HONG KAI BRIDGE VILLAGE CHATING TOWN WANGCHENG DISTRICT,val,2,84.93150684931507,80.37383177570094,82.94990899122197
95823,2.0,CHANGSHA YUMING AUTO ELECTRIC LIABILITY COMPANY,HONGKAI QIAO VILLAGE CHATING TOWN WANGCHENG DISTRICT CHANGSHA HUNAN CN,val,2,84.93150684931507,80.37383177570094,82.94990899122197
220425,,CHANGSHA YUSHENGMAOYI YOUXIANGONGSI,XINCHANGHAIZHONGXIN3-CDONG802 803H AOC683,val,-1,,,
602227,,CHANGSHA YUTUO DIANZISHANGWU YOUXIA,N GONGSTIANDINGJIEDAO HUANHULU 868HAO TIANXIANG SHUIJINGWAN BANGONGLOU,val,-1,,,
190985,,CHANGSHA YUXUAN GRAIN & OIL MACHINE,806-807#SHANG WU LOU MENG ZE YUAN NO 289 CHEZHAN BEI ROAD,test,-1,,,
176342,,CHANGSHA YVVEI HOUSEWARE CO LTD,ADD:FLOOR 15 BUILDING 8 ZONE E4 BEICHEN DELTA SECTION 3 XIANGJIANG NORTH ROAD HUNAN CHINA CN ;  NO 1200 BUILDING 8 BEICHEN DELTA XINHE STREET KAIFU DISTRICT ;  NO 1200 BUILDING 8 BEICHEN DELTA XINHE STREET KAIFU DISTRICT CHANGSHA CITY HUNA N PROVINCE,val,-1,,,
103279,,CHANGSHA YYADTO LABOUR SAFETY PRODU CO LTD,ROOM 401 NO 8 SECTION2 TENGFEI ROAD WANGCHENG,val,-1,,,
712194,,CHANGSHA ZHENGSHAN BIOTECHNOLOGY CO LTD,ROOM 1920 19 / F UNIT N ;  ROOM 1920 19 / F UNIT N BUI,val,-1,,,
425729,,CHANGSHA ZHIDE E COMMERCE CO LTD,LUFENGHEYUAN NO 328 MIDDLE XIAOXIANG RD YUELU ST YUELU DIST ;  RM 1008-1010 BUILDING 5 LUFENGHEY UAN NO 328 MIDDLE XIAOXIANG RD Y,test,-1,,,
125425,,CHANGSHA ZHONG GU INTELLIGENT EQUIP,NO 058 NORTH OF YINZHOU ROAD HIGH- TECHNOLOGY INDUSTRIAL PARK NINGXIA NG CITY CHANGSHA HUNAN CHINA,val,3,73.41772151898735,63.2183908045977,68.98322990403534
249692,3.0,CHANGSHA ZHONGGU INTELLIGENT,NO 058 NORTH OF YINZHOU ROAD HIGH -TECHNOLOGY INDUSTRIAL PARK NINGXIANG CITY CHINA,test,3,85.24590163934427,66.66666666666667,77.16797339035402
528599,3.0,CHANGSHA ZHONGGU INTELLIGENT EQUIPM,NO 058 NORTH OF YINZHOU ROAD HIGH -TECHNOLOGYINDUSTRIAL PARK NINGXIANG CITY CHANGSHA HUNAN CHINA ;  NO 058 NORTH OF YINZHOU ROAD HIGH- TECHNOLOGYINDUSTRIAL PARK NINGXIANGCITY CHANGSHA NINGXIANG CN,test,3,80.0,70.86614173228347,76.02875727490586
886,3.0,CHANGSHA ZHONGGU INTELLIGENT EQUIPM ENT,NO 058 NORTH OF YINZHOU ROAD JINZHOU NINGXIANG,test,3,85.24590163934427,66.66666666666667,77.16797339035402
22786,3.0,CHANGSHA ZHONGGU INTELLIGENT EQUIPMENT MANUFACTURING CO LTD,NO 058 NORTH OF YINZHOU ROAD NINGXIANG CHANGSHA HUNAN CHANGSHA CN ;  NO 058 NORTH OF YINZHOU ROAD NINGXIANG CITY CHANGSHA HUNAN CHINA,test,3,80.0,70.86614173228347,76.02875727490586
257134,,CHANGSHA ZHONGREN BIOTECHNOLOGY CO LTD,JINKE YIDA SCIENCE AND TECHNOLOGY CITY CHANGSHA 410129 CHINA CN,val,-1,,,
565468,,CHANGSHA ZHONGYI GROUP CO LTD,A1739 GOLDEN PALACE 87 WUYI ROAD CHANGSHA CHINA ;  A1739 GOLDEN PALACE 87 WUYI ROAD CHANGSHA HUNAN CHINA,val,-1,,,
477136,,CHANGSHA ZHUOLAN E COMMERCE CO LT,DNO 380 SECTION 3 FURONG MIDDLE R OAD JINPENLING STREET ROOM 218 33,val,-1,,,
257135,,CHANGSHA ZOOMLIAN PUMP CO LTD,NO 1061 EAST SECOND RING ROADCHANGSHA CHINA,val,-1,,,
183696,,CHANGSHA ZOOMPEY IMPORT & EXPORT CO LTD,NO 828 FURONG ROAD CHANGSHA HUNAN 410000 CHINA,test,4,72.72727272727273,69.38775510204081,71.2753085423893
418497,,CHANGSHA ZTOTOP TECHNOLOGY CO LTD,7TH FLOOR BUILDING 9 PHASE I CH ANGSHAZHONGDIANRUANJIANYUAN NO 39 ;  7TH FLOOR BUILDING 9 PHASE I CHANGSHA ZHONGDIANRUANJIANYUAN NO 39 JIANSHAN ROAD GAOXINKAIFA CHANGSHA CN,val,-1,,,
433013,4.0,CHANGSHAHUIR BIOLOGICAL TECHCO LTD,ADDRESS:NO 99 LONGYUAN 2ND ROAD,val,5,64.28571428571428,84.61538461538461,73.12470138557096
8192,4.0,CHANGSHAHUIRBIOLOGICAL TECH CO LTD,NO 99 LONGYUAN2NDROAD LONGPING,val,5,96.2962962962963,66.66666666666667,83.41384863123996
704858,4.0,CHANGSHAHUIRBIOLOGICAL TECHCO LTD,ADDRESS:NO 99 LONGYUAN2NDROAD,val,5,96.2962962962963,66.66666666666667,83.41384863123996
455151,,CHANGSHAMIAOTUOMAOYI YOUXIAN GONGSI,HUXIANGJIEDAO CHEZHANBEILU70HAO WANXIANGXINTIANGONGYU5HAODONG 1602-16,val,-1,,,
668239,,CHANGSHAMOXUANKEJIYOUXIANGONGSI,WANJIALILUERDUAN668HAOCHANGSHAZONGBUJIDI 1-ADONG 1711FANG 222HAO,val,-1,,,
690087,5.0,CHANGSHAN HONGKONG TRADE CO,LI FLAT /RM 1101 11/F DAVID HOUSE 8-20NANKING STREET JORDAN KL 99907 ; LIM FLAT /RM 1101 11/F DAVID HOUSE 8-2 0 NANKINGSTREET JORDAN KL ; LIM FLAT /RM 1101 11/F DAVID HOUSE 8-20 NANKING STREET,test,-1,,,
308441,5.0,CHANGSHAN HONGKONG TRADE CO LTD,8-20 NANKING STREET HONG KONG 9990 77 HK ;  FLAT /RM 1101 11/F DAVID HONG KONG 999077 HK ;  FLAT /RM 1101 11/F DAVID HOU HONG KONG 999077 HK,test,-1,,,
264340,,CHANGSHAN PEER BEARING CO LTD,NO 18 DUXING ROAD GREEN INDUSTRIA L CLUSTER DISTRICT ;  NO 18 DUXING ROAD GREEN INDUSTRIA LCLUSTER DISTRICT CHANGSHAN COUNTY ;  NO 18 DUXING ROAD GREEN INDUSTRIAL CHANGSHAN COUNTY,val,-1,,,
558074,,CHANGSHAN PLIGHT IMPORT & EXPORT CO LTD,ROOM 902 NO 17 BUILDING YIWU CITY ZHEJIANG PROVINCE CHINA,test,6,79.24528301886792,59.25925925925925,70.55570747121199
447822,,CHANGSHAN XINGQI TRADE CO LTD,NO 1102 UNIT1 BLOCK4 ORIENTALPLAZA ZIGANG SUBDISTRICT CHANGSHAN 324200QUZHOU ZHEJIANG CHINA,test,-1,,,
381664,,CHANGSHANABANGIMPORTAND EXPORT,301-9 INCUBATION BUILDING C5 GOLD PIONEER PARK WANGCHENG ECONOMIC AND TECHNOLIGICAL DEVELOPMENT ZONE,test,-1,,,
264341,,CHANGSHAPEARL LIGHTING CO LTD,NO 181 WEST ROAD TONGZIPO LUVALLY HIGH TECHNIQUE DEVELOPENT ZONE CHANGSHA CN,test,-1,,,
631586,,CHANGSHARYDERTRADECO LTD,NO 1235ROOM YUNJI BUILDING XIANGZHANGROADNO 255 JINGWANZ ISTREET YUHUADISTRICT CHANGSHA CN,val,-1,,,
183697,,CHANGSHASAIJING ELECTRONICTECHNOL OGY CO LTD,ROOM22017 22/F BUILDING 3BEICHENDELTAB1E1ZONE NO 68 Q,val,-1,,,
668240,,CHANGSHASHARDORELECTRICALAPPLIAN CETECHNOLOGYCO LTD,ADD:ROOM 208 FLOOR 2 BUILDING 1 BUILDING 2 BUILDING 3 LEWOJU BUILDING NO,test,-1,,,
293791,,CHANGSHASHI PANZHONG TECHNOLOGY CO LTD,QINGLANLU68HAO BEICHENFENGHUA NGTIANJIEYUANB1EDONG13026HAOFANG,val,-1,,,
484449,,CHANGSHASHIHUAZHUOKEJIYOUXIANGONGSI,TIYUCHANYE2HAOSHANGZHULOU802FANG,test,-1,,,
653683,6.0,CHANGSHASHIXIJIANMUXINGRENXIAO NO,1805 BUILDING F4 LUGU YUYUAN 27 WENXUAN ROAD HIGH-TECH,test,7,92.7536231884058,65.51724137931035,80.91171805401649
675559,6.0,CHANGSHASHIXIJIANMUXINGRENXIAOSHOU NO,1805 BUILDING F4 LUGU YUYUAN 27 WENXUAN ROAD CHANGSHA,test,7,98.63013698630137,74.13793103448276,87.98135178985851
396493,6.0,CHANGSHASHIXIJIANMUXINGRENXIAOSHOUY NO,1805 BUILDING F4 LUGU YUYUAN 27 WENXUAN ROADHIGH-TECH DEVELOPMENT ZONE CHANGSHA HUNAN CN,test,7,98.63013698630137,74.13793103448276,87.98135178985851
118101,,CHANGSHASHUANGGANGMAOYI CO LTD,XINTANGLONG 6DONG 8HAO,test,-1,,,
565469,,CHANGSHAYINTUIMPORTANDEXPORTTR,280CONVENIENCESERVICECENTER JINGGEZHONGXINGCOMMUNITYJINGGANG,test,-1,,,
668241,,CHANGSHENG TRADE LTD,DATAN ROAD HETANG TOWN PENGJIANG D ISTRICT JIANGMEN CN ; DATAN ROAD HETANG TOWN PENGJIANG DISTRICT ; DATAN ROAD HETANG TOWN PENGJIANG DISTRICT JIANGMEN CITY GUANGDONG CHINA,val,-1,,,
433014,7.0,CHANGSHENGDA MACHINERY CO LTD,NO 9 BEI YUAN AVE HUANGYAN ECONOMIC DEVELOPING ;  NO 9 BEI YUAN AVE HUANGYAN ECONOMIC DEVELOPING AREA W HUANGYAN,val,8,84.0,77.31958762886599,81.09547288211566
249693,7.0,CHANGSHENGDA MACHINERY ZHEJIANG C,NO 9 BEIYUAN AVE HUANGYAN ECONOMIC DEVELOPING AREA W HUANGYAN ZHEJIANG,val,8,100.0,65.85365853658536,85.15376458112408
132544,7.0,CHANGSHENGDA MACHINERY ZHEJIANG CO,NO 9 BEI YUAN AVE HUANGYAN ECONOMICDEVELOPING AREA W HUANGYAN ; NO 9 BEI YUAN AVE HUANGYAN ECONOMICDEVELOPING AREA W ZHEJIANG HUANGYAN CN,val,8,100.0,65.85365853658536,85.15376458112408
337505,8.0,CHANGSHI ARTS & CRAFTS CO LTD,F NO 29 CHAOQIAN HONGWEI TOWN MINHOU COUNTY FUZHOU CN ;  FU NO 29 CHAOQIAN HONGWEI TOWN MINHOU COUNTY FUZHOU FUJIAN CHINA ;  FUZ NO 29 CHAOQIAN HONGWEI TOWN MINHOU COUNTY FUZHOU FUJIAN CHINA,test,9,90.0,84.16988416988417,87.46516703038444
638986,8.0,CHANGSHI ARTS AND CRAFTS CO LTD,FU NO 376 CHAOQIAN HONGWEI TOWN MINHOU COUNTY ;  FU NO 376 CHAOQIAN HONGWEI TOWN MINHOU COUNTY FUZHOU FUJIAN ;  FUZ MINHOU COUNTY FUZHOU FUJIAN CHINA,test,9,90.0,84.16988416988417,87.46516703038444
118102,8.0,CHANGSHI ARTS CRAFTS CO LTD,F NO 29 CHAOQIAN HONGWEI TOWN MINHOU COUNTY FUZHOU FUJIAN CHINA,test,-1,,,
440362,9.0,CHANGSHIN STEEL CO,3RD FLOOR SEOJEON BLDG 173 SEOUL KR,val,-1,,,
22787,9.0,CHANGSHIN STEEL CO LTD,3RD FLOOR SEOJEON BUILDING 173 S AIMDANG-RO SEOCHO-GU SEOUL KOREA TEL 82-2-3472-3460 ;  3RD FLOOR SEOJEON BUILDING 173 SAIMDANG-RO SEOCHO-GU SEOUL KORE A TEL 82-2-3472-3460,val,-1,,,
462452,,CHANGSHU 3F FLUOROCHEMICAL INDUSTRIAL,FUSHAN HAIYU TOWN,test,-1,,,
506537,,CHANGSHU 3F ZHONGHAO NEW CHEMICAL M,NO 10 XINGYU RD-HAIYU TOWN 215522 CHANGSHU CITY JIANGSU CN,test,10,75.47169811320755,62.7906976744186,69.9582196615602
513944,,CHANGSHU 5 RICH TRADE CO LTD,B519 NO 45 HAIYU NORTH RD,test,-1,,,
139985,,CHANGSHU AAM AUTOMOTIVE,DRIVELINE H 16 TONGLIAN ROAD CHANGSHU ECONOMIC DEVELOPMENT ZONE CHANGSHU JIANGSU 21553 CN ; DRIVELINE H 16 TONGLIAN ROAD CHANGSHU ECONOMIC DEVELOPMENT ZONE CHANGSHU JIANGSU 215537 CN ; DRIVELINE H NO 16 TONGLIAN ROAD CHANGSHU ECONOMIC DEVELOPMENT ZONE,val,-1,,,
484450,,CHANGSHU AIBOER FASHION CO LTD,XIEQIAO INDUSTRIAL PARK YUSHAN TOWN CHANGSHU CITY JIANGSU PROVINCE CHINA TEL:0512-52611018 ;  XIEQIAO INDUSTRIAL PARK YUSHAN TOWNCHANGSHU CITY JIANGSU PROVINCE CH INA 0512-52611018 99999 ;  XIEQIAO INDUSTRIAL PARK YUSHAN TOWNCHANGSHU CITY JIANGSU PROVINCE CH INA TEL 0512-52611018 99999,test,-1,,,
30061,,CHANGSHU ANTOLIN AUTOMOTIVE INTERIORS CO LT,ANJI-CEVA LOGISTICS CO LTD AS AGENTS FOR ON BEHALF OF CHANGSHU ANTOLIN AUTOMOTIVE INTERIORS CO LTD 288 HAIYU NORTHX,val,-1,,,
506538,,CHANGSHU AOGEJIA BUSINESS DEPARTMEN NO,4222-76 FOURTH FLOOR HARDWARE MARKET CHANGSHU JIANGSU CHINA,test,11,70.58823529411764,62.295081967213115,66.98251645633307
403732,,CHANGSHU BABY BETTER TEXTILE CO LT,NO 9 LAOWUJING ROAD XIDONG TOWN BI XI NEW ZONE ;  NO 9 LAOWUJING ROAD XIDONG TOWN BI XI NEW ZONE CHANGSHU ;  NO 9 LAOWUJING ROAD XIDONG TOWN BI XI NEW ZONE CHANGSHU CN,val,-1,,,
396494,,CHANGSHU BAIYUN HARDWAREAND PLASTIC LTD,TIANSHAN FUSHAN TOWN CHANGSHU CITY JIANGSU PROVINCE CHANGSHU 215522 CN CHANGSHU 215522CN ; TIANSHAN FUSHAN TOWN CHANGSHU CITY JIANGSU PROVINCE CHANGSHU CN CHANGSHU CN ; TIANSHAN FUSHAN TOWN CHANGSHU CITY JIANGSU PROVINCE CHANGSHU CN CHANGSHUCN,val,-1,,,
366850,10.0,CHANGSHU BAOFENG SPECIAL FIBER CO,NO 22 LIANFENG RD CHANGSHU JIANGSU CHINA,val,12,62.74509803921568,61.29032258064516,62.11258697027198
469768,10.0,CHANGSHU BAOFENG SPECIAL FIBER CO LTD,ZHENMEN EAST TIANTAI BRIDGE SUZHOU 215500 CN,val,-1,,,
447823,,CHANGSHU BEALEAD AUTOMATIC MACHINE,NO 31-1 LIANTANG ROAD CHANGSHU 212000 CN,test,-1,,,
242419,11.0,CHANGSHU BEIYATE IMPORT & EXPORT,NO 8 YONGXIN ROAD CHANGSHU CN ;  NO 8 YONGXIN ROAD JIANGSU PROVINCE CHANGSHU CN,test,13,76.36363636363637,59.50413223140496,69.03341717570969
668242,11.0,CHANGSHU BEIYATE IMPORT & EXPORT CO LTD,NO 8 YONGXIN ROAD CHANGSHU JIANGSU 215500 CHINA,test,13,76.36363636363637,59.64912280701755,69.0964565564108
286368,12.0,CHANGSHU BESTEN INTERNATIONAL,NO 12 HUANGHE RD CHANGSHU 212000 CN,test,13,91.52542372881356,82.35294117647058,87.53738783649054
572907,12.0,CHANGSHU BESTEN INTERNATIONAL TRADE,511 5F UNIT B NO 12 HUANGHE RD; 511 5F UNIT B NO 12 HUANGHE RD CHANGSHU CN; 511 5F UNIT B NO 12 HUANGHE RD CHANGSHU JIANGSU CHINA051252195003,test,-1,,,
513945,12.0,CHANGSHU BESTEN INTERNATIONALTRADE,511 5F UNIT B NO 12 HUANGHE ROAD CHANGSHU CN,test,13,91.52542372881356,82.35294117647058,87.53738783649054
132545,13.0,CHANGSHU BOMAN KNITTING AND TEXTILE,NO120 HUANGBANG HAIYU TOWN CHANGSHU JS CHINA,val,14,70.0,59.154929577464785,65.28475199020208
396495,13.0,CHANGSHU BOMAN KNITTING&TEXTILE CO,BUILDING 1 HAICHEN ROAD XINZHOU V ILLAGE ZHOUHANG HAIYU TOWN CHANGSH U CITY 215500 JIANGSU CHINA,val,15,62.222222222222214,59.79381443298969,61.16639274864287
433015,,CHANGSHU BORONG BUSINESS,DEPARTMENT MOCHENG,val,-1,,,
638987,14.0,CHANGSHU BOSIDENG IMPORT & EXPORT,BOSIDENG INDUSTRIAL DEVELOPMENT ZO CHANGSHU JS CHINA ; BOSIDENG INDUSTRIAL ZONE ; BOSIDENG INDUSTRIAL ZONE CHANGSHU JIANGSU CHINA,val,16,100.0,71.68141592920354,87.68757214313197
455152,14.0,CHANGSHU BOSIDENG IMPORT & EXPORT CO,L BOSIDENG INDUSTRIAL ZONE CHANGSHU 310000 CN,val,17,79.3103448275862,95.08196721311475,86.16757195172907
653684,14.0,CHANGSHU BOSIDENG IMPORT & EXPORT CO LTD,BOSIDENG INDUSTRIAL ZONE CHANGSHU JIANGSU CHINA ; DAMCO CHINA LIMITED SHANGHAI BRANCH O/B CHANGSHU BOSIDENG IMP AND EXP CO LTD BOSIDENG INDUSTRIAL ZONE 215532 CHANGSHU CITY CHINA,val,16,73.6842105263158,58.09523809523809,66.90639642584723
506539,14.0,CHANGSHU BOSIDENG IMPORT & EXPORTBOSIDENG INDUSTRIAL ZONE JIANGSU PR,DHL GLOBAL FORWARDING CHINA CO L SHANGHAI BRANCH ON BEHALF OF CHANGSHU BOSIDENG IMPORT AND EXPORTBOSIDENG INDUSTRIAL ZONE JIANGSU PR,val,16,65.1685393258427,58.515283842794766,62.275819550604474
396496,14.0,CHANGSHU BOSIDENG IMPORT &CHANGSHU,BOSIDENG INDUSTRIAL ZONE CHANGSHU CN,val,17,76.66666666666666,95.08196721311475,84.67331907816583
22788,14.0,CHANGSHU BOSIDENG IMPORT &EXPORT CO,BOSIDENG INDUSTRIAL ZONE CHANGZHOU CN,val,17,62.06896551724138,62.857142857142854,62.41165131719855
359638,14.0,CHANGSHU BOSIDENGIMPORT&EXPORTCO LT,BOSIDENG INDUSTRIAL ZONE JIANGSU PROVINCE 215532 CHANGSHU,val,18,96.875,75.0,87.36413043478261
213105,14.0,CHANGSHU BOSIDENGIMPORT&EXPORTCO LTD,BOSIDENG INDUSTRIAL ZONE JIANGSU ;  BOSIDENG INDUSTRIAL ZONE JIANGSU PROVINCE 215532 CHANGSHU,val,18,96.875,75.0,87.36413043478261
521326,14.0,CHANGSHU BOSIDINGIMPORT&EXPORTCO LT,D BAIMAO INDUSTRIAL DEVELOPMENT ZONE SUZHOU CITY 215532 CN,val,-1,,,
536091,,CHANGSHU BOSSLIN TEXTILES CO LTD,NO 48 JINXI ROAD DAOSHU TOWN DANYANG CITY JIANGSU CHINA,val,19,64.0,67.6923076923077,65.60535117056857
712195,,CHANGSHU BOTE TEXTILE LTD,266 HUALIAN ROAD MEILI TOWN CHANGSHU CITY JIANGSU PROVINCE CHINA ; 266 HUALIAN ROAD MEILI TOWN CHANGSHU CITY JIANGSU PROVINCE CHINA CN ; NO 266 HUALIAN ROAD MEILI DISTRICT 215500 CHANGSHU,test,20,73.17073170731707,59.10931174089069,67.05707085234909
88404,,CHANGSHU BRIGHT FUTURE FIRM,NO 122 WANGDUN RD SUZHOU JIANGSU CHINA,test,-1,,,
190986,15.0,CHANGSHU BROTHER GLASS MOULD CO,17 E CHANGKUN IND AREA JIANGSU SHAJIABANG CN,test,21,100.0,98.55072463768117,99.36988027725269
638988,15.0,CHANGSHU BROTHER GLASS MOULD CO LTD,17 E CHANGKUN IND AREA SHAJIABANG JIANGSU 215559 CHINA TEL:8651252508333 CN,test,21,100.0,98.55072463768117,99.36988027725269
352251,16.0,CHANGSHU BSHINE ELECTRONIC TECHNOLO,BUILDING 6 NO 8 JINZHOU ROAD CHANGSHU JIANGSU 215500 CN,test,22,64.51612903225806,59.25925925925925,62.23053347878032
103280,16.0,CHANGSHU BSHINE ELECTRONIC TECHNOLOGY CO LTD,BUILDING 6 NO 8 JINZHOU ROAD CHANGSHU CN,test,22,96.96969696969697,88.52459016393442,93.29791140197413
235193,,CHANGSHU CATEC ELECTRONIC INTL LTD,NO 188 SUZHOU ROAD YUSHAN HIGH TECH INDUSTRY PARK CHANGSHU 2155000JIANGSU PR CHINA,val,23,62.962962962962955,70.58823529411764,66.27829875911716
411066,,CHANGSHU CHANG YEEIMPORT&EXPORTCO LT,ROOM1518 BLOCK B WORLD TRADE CENT ERNO 45 NORTH HAIYU ROAD CHANGSHU CHINA 215500 JIANGSU CN,val,24,65.625,66.66666666666667,66.07789855072465
161929,,CHANGSHU CHANGCHUN AUTOMOTIVE PARTS CO LTD,288 HAIYU NORTH ROAD CHANGSHU JIANGSU CHINA,val,25,61.81818181818181,66.66666666666667,63.92621870882741
30062,17.0,CHANGSHU CHANGFU LIMITED,156-1 HAIYU ROAD NORTH CHANGSHU JS 215500 CHINA,test,26,81.08108108108108,80.64516129032258,80.89155073727304
