Company Name 1,Address 1,Company Name 2,Address 2,Name Confidence,Address Confidence,Overall Similarity
CHANGSHU BAOFENG SPECIAL FIBER CO,NO 22 LIANFENG RD CHANGSHU JIANGSU CHINA,CHANGZHOU BOWEI PRECISION MACHINERY CO LTD,NO 82 WUJIN ROAD CHANGZHOU JIANGSU 213176 CN,57.62711864406781,67.85714285714286,61.889628732849076
CHANGSHU BEIYATE IMPORT & EXPORT CO LTD,NO 8 YONGXIN ROAD CHANGSHU JIANGSU 215500 CHINA,CHANGSHU BESTEN INTERNATIONAL,NO 12 HUANGHE RD CHANGSHU 212000 CN,61.81818181818181,63.829787234042556,62.656350741457125
CHANGSHU BEIYATE IMPORT & EXPORT CO LTD,NO 8 YONGXIN ROAD CHANGSHU JIANGSU 215500 CHINA,CHANGSHU BESTEN INTERNATIONALTRADE,511 5F UNIT B NO 12 HUANGHE ROAD CHANGSHU CN,60.00000000000001,60.71428571428572,60.29761904761905
CHANGSHU BEIYATE IMPORT & EXPORT CO LTD,NO 8 YONGXIN ROAD CHANGSHU JIANGSU 215500 CHINA,CHANGSHU CHENLEI IMPORT&EXPORT CO LTD,NO 8 LONGTENG ROAD MEILI TOWN CHANGSHU CITY JIANGSU CHINA,60.714285714285715,63.63636363636363,61.93181818181818
CHANGSHU BEIYATE IMPORT & EXPORT CO LTD,NO 8 YONGXIN ROAD CHANGSHU JIANGSU 215500 CHINA,CHANGSHU JINWEIYU TEXTILESIMPORT& E,NO 18 JINHU ROAD GULI TOWN CHANGS HU CITY JIANGS,57.62711864406781,66.66666666666667,61.39359698681733
CHANGSHU BEIYATE IMPORT & EXPORT CO LTD,NO 8 YONGXIN ROAD CHANGSHU JIANGSU 215500 CHINA,CHANGSHU PACOTEX IMPORT EXPORT TIAN HUI PLAZA A608,33 ZHUHAI ROAD CHANGSHU JIANGSU CHINA,59.154929577464785,70.58823529411764,63.91880695940347
CHANGSHU BEIYATE IMPORT & EXPORT CO LTD,NO 8 YONGXIN ROAD CHANGSHU JIANGSU 215500 CHINA,CHANGSHU SHENGTAIIMPORT&EXPORTCO LTD,NO 103 YONG XIN ROAD SHA-JIA-BANG TOWN CHANGSHU JIANGSU 215542,57.62711864406781,69.56521739130434,62.60132645541636
CHANGSHU BEIYATE IMPORT & EXPORT CO LTD,NO 8 YONGXIN ROAD CHANGSHU JIANGSU 215500 CHINA,CHANGSHU WINTEX KNITWEAR EXPORTER C B,807 NO 12 HUANGHE RD CHANGSHU 215500 CN,58.62068965517242,60.0,59.19540229885058
CHANGSHU BEIYATE IMPORT & EXPORT CO LTD,NO 8 YONGXIN ROAD CHANGSHU JIANGSU 215500 CHINA,CHANGSHU WINTEX KNITWEAR EXPORTER C B807,NO 12 HUANGHE ROAD CHANGSHU CITY JIANGSU CHINA,58.06451612903225,65.51724137931035,61.16981831664812
CHANGSHU BEIYATE IMPORT & EXPORT CO LTD,NO 8 YONGXIN ROAD CHANGSHU JIANGSU 215500 CHINA,CHANGSHU WINTOP IMPORT&EXPORT CO,L 16F/A 12 HUANGHE ROAD CHANGSHU JIA NGSU CHINA,58.18181818181819,60.71428571428572,59.23701298701299
CHANGSHU BESTEN INTERNATIONAL,NO 12 HUANGHE RD CHANGSHU 212000 CN,CHANGSHU JINWEIYU TEXTILES,NO 18 JINHU ROAD CHANGSHU JIANGSU CHINA,58.82352941176472,72.34042553191489,64.4555694618273
CHANGSHU BESTEN INTERNATIONAL,NO 12 HUANGHE RD CHANGSHU 212000 CN,CHANGSHU KEYTEX INDUSTRIAL,NO 10 FUCHUNJIANG WEST ROAD CHANGSHU CITY CHINA,58.82352941176472,66.66666666666667,62.09150326797386
CHANGSHU BESTEN INTERNATIONAL,NO 12 HUANGHE RD CHANGSHU 212000 CN,CHANGZHO USA RT AUTOMATION INTERNATIONAL TRADE CO LT,D NO 20 GUANGHUA RD JIANGSU CHINA,60.00000000000001,61.904761904761905,60.79365079365079
CHANGSHU BESTEN INTERNATIONAL,NO 12 HUANGHE RD CHANGSHU 212000 CN,CHANGZHOU BAOSHAN REFRIGERATION EQUIPMENT CO LT,D NO 21 CHUANGSHENG ROAD,59.701492537313435,73.6842105263158,65.52762503273108
CHANGSHU BESTEN INTERNATIONAL,NO 12 HUANGHE RD CHANGSHU 212000 CN,CHANGZHOU BELMONT INTELLIGENT MOTIONCO LTD,NO 198 CHENDU ROAD JIANGSU CHANGZHOU CN,61.29032258064516,68.0,64.08602150537635
CHANGSHU BESTEN INTERNATIONALTRADE,511 5F UNIT B NO 12 HUANGHE ROAD CHANGSHU CN,CHANGSHU KEYTEX INDUSTRIAL,NO 10 FUCHUNJIANG WEST ROAD CHANGSHU CITY CHINA,60.714285714285715,60.31746031746032,60.548941798941804
CHANGSHU BOMAN KNITTING AND TEXTILE,NO120 HUANGBANG HAIYU TOWN CHANGSHU JS CHINA,CHANGSHU DE TEXILE CO LTD,XING YU ROAD HAIYU TOWN CHANGSHU JIANGSU CN,59.57446808510638,64.61538461538461,61.674849972722306
CHANGSHU BOMAN KNITTING AND TEXTILE,NO120 HUANGBANG HAIYU TOWN CHANGSHU JS CHINA,CHANGSHU MIDDLE RUN KNITTING TEXTILE PRODUCTS CO LTD,FANGBANG COUNTRY YUSHAN TOWN CHANGSHU CITY CHINA,64.7887323943662,62.857142857142854,63.98390342052314
CHANGSHU BOMAN KNITTING AND TEXTILE,NO120 HUANGBANG HAIYU TOWN CHANGSHU JS CHINA,CHANGSHU SAN DING HOME TEXTILE CO,NO 8 HAIZHOU ROAD CHANGSHU JIANGSU,63.15789473684211,64.40677966101696,63.67826345524829
CHANGSHU BOSIDENG IMPORT &EXPORT CO,BOSIDENG INDUSTRIAL ZONE CHANGZHOU CN,CHANGZHOU BAODE IMPORT & EXPORT NO,104 620 BUILDING A ZHONGLOU DISTRICT CHANGZHOU CN,62.068965517241374,62.857142857142854,62.397372742200325
CHANGSHU BOSIDENGIMPORT&EXPORTCO LT,BOSIDENG INDUSTRIAL ZONE JIANGSU PROVINCE 215532 CHANGSHU,CHANGSHU SONDY LOUIMPORT&EXPORTCO LT,BUILDING 1# NO 98 TONGGANG ROAD CHANGSHU CITY JIANGSU PROVINCE CHINA,57.57575757575757,67.36842105263158,61.65603402445508
CHANGSHU BOSSLIN TEXTILES CO LTD,NO 48 JINXI ROAD DAOSHU TOWN DANYANG CITY JIANGSU CHINA,CHANGSHU BSHINE ELECTRONIC TECHNOLO,BUILDING 6 NO 8 JINZHOU ROAD CHANGSHU JIANGSU 215500 CN,58.18181818181819,63.01369863013699,60.195101701951025
CHANGSHU BOSSLIN TEXTILES CO LTD,NO 48 JINXI ROAD DAOSHU TOWN DANYANG CITY JIANGSU CHINA,CHANGSHU HUA SEN TEXTILE CO LTD,68 WEST ROAD MEILI TOWN CHANGSHU JIANGSU CHINA,68.18181818181819,64.7887323943662,66.76803243704653
CHANGSHU BOSSLIN TEXTILES CO LTD,NO 48 JINXI ROAD DAOSHU TOWN DANYANG CITY JIANGSU CHINA,CHANGSHU JINWEIYU TEXTILES,NO 18 JINHU ROAD CHANGSHU JIANGSU CHINA,68.08510638297872,67.6923076923077,67.9214402618658
CHANGSHU BOSSLIN TEXTILES CO LTD,NO 48 JINXI ROAD DAOSHU TOWN DANYANG CITY JIANGSU CHINA,CHANGSHU JINWEIYU TEXTILES IMP,NO 18 JINHU ROAD CHANGSHU JIANGSU CHINA,64.0,67.6923076923077,65.53846153846155
CHANGSHU BOSSLIN TEXTILES CO LTD,NO 48 JINXI ROAD DAOSHU TOWN DANYANG CITY JIANGSU CHINA,CHANGSHU JINWEIYU TEXTILESIMPORT& E,NO 18 JINHU ROAD GULI TOWN CHANGS HU CITY JIANGS,59.25925925925925,65.78947368421053,61.98018193632229
CHANGSHU BOSSLIN TEXTILES CO LTD,NO 48 JINXI ROAD DAOSHU TOWN DANYANG CITY JIANGSU CHINA,CHANGSHU ZHONGGU TEXTILE TRADE CO LTD,NO 24 LINGYUN ROAD CHANGSHU JIANGSU CHINA TEL: 86-512-52570336 CN,60.00000000000001,60.273972602739725,60.114155251141554
CHANGSHU BOTE TEXTILE LTD,266 HUALIAN ROAD MEILI TOWN CHANGSHU CITY JIANGSU PROVINCE CHINA ; 266 HUALIAN ROAD MEILI TOWN CHANGSHU CITY JIANGSU PROVINCE CHINA CN ; NO 266 HUALIAN ROAD MEILI DISTRICT 215500 CHANGSHU,CHANGSHU IPACE INTERNATIONAL CORP,NO 3-5 GUYIN ROAD MEILI TOWN CHANGSHU ; NO 3-5 GUYIN ROAD MEILI TOWN CHANGSHU JIANGSU,62.22222222222222,60.10362694300518,61.33947418921512
CHANGSHU BOTE TEXTILE LTD,266 HUALIAN ROAD MEILI TOWN CHANGSHU CITY JIANGSU PROVINCE CHINA ; 266 HUALIAN ROAD MEILI TOWN CHANGSHU CITY JIANGSU PROVINCE CHINA CN ; NO 266 HUALIAN ROAD MEILI DISTRICT 215500 CHANGSHU,CHANGSHU JIAHUA KNTTING AND TEXTILE CO LTD,NO 128 ZHIMEI ROAD MEILI TOWN CHANGSHU CITY JIANGSU PROVINCE CHINA ; APLL ON BEHALF OF CHANGSHU JIAHUA KNTTING AND TEXTILE CO LTD NO 128 ZHIMEI ROAD MEILI TOWN CHANGSHU CITY JIANGSU PROVINCE,60.00000000000001,68.59205776173285,63.58002406738869
CHANGSHU BOTE TEXTILE LTD,266 HUALIAN ROAD MEILI TOWN CHANGSHU CITY JIANGSU PROVINCE CHINA ; 266 HUALIAN ROAD MEILI TOWN CHANGSHU CITY JIANGSU PROVINCE CHINA CN ; NO 266 HUALIAN ROAD MEILI DISTRICT 215500 CHANGSHU,CHANGSHU ZHONGCHENG TOOL BOX CO LTD,MEILI INDUSTRIAL PARK MEILI TOWN ;  MEILI INDUSTRIAL PARK MEILI TOWN CHANGSHU ;  MEILI INDUSTRIAL PARK MEILI TOWN CHANGSHU CITY,59.09090909090908,60.25104602510461,59.574299480157215
CHANGSHU BOTE TEXTILE LTD,266 HUALIAN ROAD MEILI TOWN CHANGSHU CITY JIANGSU PROVINCE CHINA ; 266 HUALIAN ROAD MEILI TOWN CHANGSHU CITY JIANGSU PROVINCE CHINA CN ; NO 266 HUALIAN ROAD MEILI DISTRICT 215500 CHANGSHU,CHANGZHOU BETTERIAL INTERNATIONAL T,616 WUJIN AVENUE LIJIA TOWN WUJIN CHANGZHOU; 616 WUJIN AVENUE LIJIA TOWN WUJIN CHANGZHOU JIANGSU PROVINCE CHINA GUANGZHOUCN; 616 WUJIN AVENUE LIJIA TOWN WUJIN CHANGZHOU JIANGSU PROVINCE CHINA JIANGSUCN,60.00000000000001,61.9718309859155,60.82159624413147
CHANGSHU BOTE TEXTILE LTD,266 HUALIAN ROAD MEILI TOWN CHANGSHU CITY JIANGSU PROVINCE CHINA ; 266 HUALIAN ROAD MEILI TOWN CHANGSHU CITY JIANGSU PROVINCE CHINA CN ; NO 266 HUALIAN ROAD MEILI DISTRICT 215500 CHANGSHU,CHANGZHOU BISEK CYCLE CO LTD,HANJIANG WEST ROAD CHANGZHOU CHINA ;  HANJIANG WEST ROAD CHANGZHOU CITY CHINA ;  NO #118 HANJIANG WEST ROAD XINBEI DISTRICT CHANGZHOU CITY JIANGSU,57.89473684210527,64.43514644351464,60.61990750935917
CHANGSHU BSHINE ELECTRONIC TECHNOLO,BUILDING 6 NO 8 JINZHOU ROAD CHANGSHU JIANGSU 215500 CN,CHANGZHOU BREND HARNESS TECHNOLOGY NO355 LONGJIN,RD LUCHENG CHANGZHOU JIANGSU,58.666666666666664,61.01694915254237,59.64595103578154
CHANGSHU BSHINE ELECTRONIC TECHNOLOGY CO LTD,BUILDING 6 NO 8 JINZHOU ROAD CHANGSHU CN,CHANGSHU JIAHUA MOULD TECHNOLOGY,SHA JIA BANG TOWN CHANGSHU CN,60.31746031746032,65.3061224489796,62.39606953892668
CHANGSHU CATEC ELECTRONIC INTL LTD,NO 188 SUZHOU ROAD YUSHAN HIGH TECH INDUSTRY PARK CHANGSHU 2155000JIANGSU PR CHINA,CHANGSHU HONGBO TELECOMMUNICATION,NO 8 LIUZHOU ROAD YUSHAN INDUSTRIALPARK HIGH&NEW TECHNOLOGY DEVELOPME NT AREA CHANGSHU CN,59.25925925925925,62.5,60.609567901234556
CHANGSHU CATEC ELECTRONIC INTL LTD,NO 188 SUZHOU ROAD YUSHAN HIGH TECH INDUSTRY PARK CHANGSHU 2155000JIANGSU PR CHINA,CHANGSHU LINZHI ELECTRIC TECHNIQUE,18 FANGQIAO ROAD ZHENGFA INDUSTRY PARK CHANGSHU JIANGSU CHINA,62.96296296296296,70.58823529411764,66.14015976761074
CHANGSHU CATEC ELECTRONIC INTL LTD,NO 188 SUZHOU ROAD YUSHAN HIGH TECH INDUSTRY PARK CHANGSHU 2155000JIANGSU PR CHINA,CHANGSHU TRANS ASIA TEXTILES IMP,318 YUSHAN ROAD N CHANGSHU CITY JIANGSU CHINA 215500,58.82352941176472,65.11627906976744,61.44550843593251
CHANGSHU CHANG YEEIMPORT&EXPORTCO LT,ROOM1518 BLOCK B WORLD TRADE CENT ERNO 45 NORTH HAIYU ROAD CHANGSHU CHINA 215500 JIANGSU CN,CHANGSHU LOVE JOY TEXTILEIMPORT& EX,1512 BUILDING A CHANGSHU WORLD TRADE NO 45 H CHANGSHU CN,59.37500000000001,60.7843137254902,59.962214052287585
CHANGSHU CHANG YEEIMPORT&EXPORTCO LT,ROOM1518 BLOCK B WORLD TRADE CENT ERNO 45 NORTH HAIYU ROAD CHANGSHU CHINA 215500 JIANGSU CN,CHANGSHU LOVE JOY TEXTILEIMPORTEXP C,1512 BUILDING A CHANGSHU WORL D TRADE NO 45 HAIYU NORTH ROAD,65.625,66.66666666666667,66.05902777777779
CHANGSHU CHANGCHUN AUTOMOTIVE PARTS CO LTD,288 HAIYU NORTH ROAD CHANGSHU JIANGSU CHINA,CHANGSHU CHANGSHENG ALUMINIUM PRODU,XINZHUANG TOWN CHANGSHU CITY JIANGSU CHINA,65.625,61.29032258064516,63.81888440860215
CHANGSHU CHANGCHUN AUTOMOTIVE PARTS CO LTD,288 HAIYU NORTH ROAD CHANGSHU JIANGSU CHINA,CHANGZHO USA RT AUTOMATION,NO 20 GUANGHUA STREET CHANG ZHOU JIANGSU CHINA 213001,61.81818181818181,66.66666666666667,63.838383838383834
CHANGSHU CHANGFU LIMITED,156-1 HAIYU ROAD NORTH CHANGSHU JS 215500 CHINA,CHANGSHU HUALONG IMPEXP CO LTD,BLOCK B NO 45 HAIYU NORTH ROAD CHANGSHU JS 215500 CHINA CHANGSHU JS215500 CN,60.465116279069754,69.6969696969697,64.3117218698614
CHANGSHU CHANGHONG MUSICAL,ZHUANGQIAO TOWN CHANGSHU JIANGSU C HINA,CHANGSHU CHANGSHENG ALUMINUM XINLV,ROAD XINZHUANG TOWN CHANGSHU CITY JIANGSU PROVINCE,65.45454545454545,69.33333333333334,67.07070707070707
CHANGSHU CHANGHONG MUSICAL,ZHUANGQIAO TOWN CHANGSHU JIANGSU C HINA,CHANGSHU HONGCHANG WEAVING,ZHAOSHI MEILI TOWN CHANGSHU JIANGSU 214587 CN,62.50000000000001,71.875,66.40625
CHANGSHU CHANGSHENG ALUMINUM PRODUC TS XINLV,ROAD XINZHUANG TOWN CHANGS HU CITY ;  ROAD XINZHUANG TOWN CHANGS HU CITY JIANGSU,CHANGSHU WEIER GLASS PRODUCTS CO,L 71 HAINA ROAD HAIYU TOWN ; L HAIYU TOWN CHANGSHU CITY CHANGSHU CN ; L HAIYU TOWN CHANGSHU CITY JIANGSU P ROV CHINA,58.46153846153845,61.9718309859155,59.92416034669556
CHANGSHU CHANGSHENG ALUMINUM XINLV,ROAD XINZHUANG TOWN CHANGSHU CITY JIANGSU PROVINCE,CHANGSHU HONGCHANG WEAVING,ZHAOSHI MEILI TOWN CHANGSHU JIANGSU 214587 CN,58.18181818181819,63.01369863013699,60.195101701951025
CHANGSHU CHANGYEEIMPORT&EXPORTCO LTD,ROOM 1518 BLOCK B WORLD TRADE CENTER,CHANGSHU JOARIMPORTEXP TRADE CO LT,9TH FLOOR B WORLD TRADING CENTER,64.40677966101696,61.81818181818181,63.32819722650231
CHANGSHU CHANGYEEIMPORTEXP CO LTD,ROOM 1518 BLOCK B WORLD TRADE CENTER,CHANGSHU JOARIMPORTEXP TRADE CO LT,9TH FLOOR B WORLD TRADING CENTER,67.9245283018868,61.81818181818181,65.38021726700973
CHANGSHU CHANGYI STEEL TUBE CO LT,CHANGSHU JIANGSU ;  LINCHANG SANFENG INDUSTRIAL PARK 215500 CHANGSHU,CHANGSHU GAOFENG STEM CO LTD,FUQIANG ROAD ZHITANG INDUSTRIAL CHANGSHU JIANGSU 215531 CHANGSHU JIANGSU 215531,62.22222222222222,75.22935779816513,67.64186204553177
CHANGSHU CHANGYI STEEL TUBE CO LT,CHANGSHU JIANGSU ;  LINCHANG SANFENG INDUSTRIAL PARK 215500 CHANGSHU,CHANGSHU HUIYI MECHANICAL&ELECTRICA,NO 12 GUANGHUA RING ROAD GUANGHUA INDUSTRIAL PARK XINYANG AVCHANGSHU JIANGSU CN,57.62711864406781,66.66666666666667,61.39359698681733
CHANGSHU CHANGYI STEEL TUBE CO LT,CHANGSHU JIANGSU ;  LINCHANG SANFENG INDUSTRIAL PARK 215500 CHANGSHU,CHANGSHU JIHUI TEXTILE TECHNOLOGY CO LTD,MIAOQUAN WUZHUANG INDUSTRIAL PARK GULI TOWN CHANGSHU CITY 215500 CHINA,60.714285714285715,64.07766990291262,62.11569579288026
CHANGSHU CHANGYI STEEL TUBE CO LT,CHANGSHU JIANGSU ;  LINCHANG SANFENG INDUSTRIAL PARK 215500 CHANGSHU,CHANGSHU MENGZHILAN TEXTILE TRADE TRADE CO LTD,BUIDING 2 3 NO 21 XINLONGTENG INDUSTRIAL PARK CHANGSHU CITY JIANGSHU CHINA,59.01639344262295,66.05504587155964,61.94916528801325
CHANGSHU CHANGYI STEEL TUBE CO LT,CHANGSHU JIANGSU ;  LINCHANG SANFENG INDUSTRIAL PARK 215500 CHANGSHU,CHANGSHU TONGRUN MECHANICAL TONGGANG,ROAD CHANGSHU JIANGSU CHINA ;  ROAD CHANGSHU JIANGSU CHINA 215517,57.62711864406781,65.90909090909092,61.07794042116076
CHANGSHU CHANGYI STEEL TUBE CO LT,CHANGSHU JIANGSU ;  LINCHANG SANFENG INDUSTRIAL PARK 215500 CHANGSHU,CHANGZHOU A ZEN TEXTILE TECHNOLOGY,105PUQIAN INDUSTRIAL PARK TIANNING DISTRIC CHAGNZHOU JIANGSU CHAGNZHOU,58.18181818181819,63.793103448275865,60.51985370950888
CHANGSHU CHANGYI STEEL TUBE CO LTD,SANFENG INDUSTRIAL PARK CHANGSHU CHANSGHU JIANGSU CN,CHANGSHU DE TEXILE CO LTD,XING YU ROAD HAIYU TOWN CHANGSHU JIANGSU CN,60.00000000000001,60.526315789473685,60.21929824561404
CHANGSHU CHANGYI STEEL TUBE CO LTD,SANFENG INDUSTRIAL PARK CHANGSHU CHANSGHU JIANGSU CN,CHANGSHU JIHUI TEXTILE TECHNOLOGY CO LTD,MIAOQUAN WUZHUANG INDUSTRIAL PARK GULI TOWN CHANGSHU CITY 215500 CHINA,62.96296296296296,65.95744680851064,64.21066456527448
CHANGSHU CHANGYI STEEL TUBE CO LTD,SANFENG INDUSTRIAL PARK CHANGSHU CHANSGHU JIANGSU CN,CHANGSHU NEW TECH CHEMICALS CO LTD,NORTH FUSHAN HAIYU TOWN CHANGSHU C ITY 215522 JIANGSU PROVINCE CHINA,62.50000000000001,60.0,61.458333333333336
CHANGSHU CHANGYI STEEL TUBE CO LTD,SANFENG INDUSTRIAL PARK CHANGSHU CHANSGHU JIANGSU CN,CHANGSHU PINGYE MACHINERY,YETANG INDUSTRIAL PARK YETANG TOWN CHANGSHU CITY JIANGSU PROVINCE CHI NA P C 215554,59.57446808510638,67.9245283018868,63.05365984209821
CHANGSHU CHANGYI STEEL TUBE CO LTD,SANFENG INDUSTRIAL PARK CHANGSHU CHANSGHU JIANGSU CN,CHANGSHU RUILANG CLOTHING CO LTD,BUILDING6-5 CHANGKUN INDUSTRIAL PARK SHAJIABANG TOWN CHANGSHU 215559 CN,59.57446808510638,63.91752577319587,61.384075455143666
CHANGSHU CHANGYI STEEL TUBE CO LTD,SANFENG INDUSTRIAL PARK CHANGSHU CHANSGHU JIANGSU CN,CHANGSHU TEGU NEW MATERIAL,16 CAIYUNXIANG ROAD XINZHUANG INDUSTRIAL PARK CHANGSHU JIANGSU P R CHINA 215562,59.57446808510638,72.16494845360825,64.82050157198216
CHANGSHU CHANGYI STEEL TUBE CO LTD,SANFENG INDUSTRIAL PARK CHANGSHU CHANSGHU JIANGSU CN,CHANGZHOU A ZEN TEXTILE TECHNOLOGY,105PUQIAN INDUSTRIAL PARK TIANNING DISTRIC CHAGNZHOU JIANGSU CHAGNZHOU,60.37735849056604,69.1588785046729,64.03632516311056
CHANGSHU CHANTION IMPORT & EXPORT CO,ROOM 405 BUILDING 1 HSBC TIMES SQUARE NO 22 HUANGHE ROAD CHANGSHU JIANGSU CHINA 215500,CHANGSHU GUANGDAIMPORT&EXPORTCO LTD,ROOM 702 704 706 263# NO 263 HUANGHE RD CHANGSHU JIANGSU CHINA 215500,64.40677966101696,65.38461538461539,64.81421121251631
CHANGSHU CHANTION IMPORT & EXPORT CO,ROOM 405 BUILDING 1 HSBC TIMES SQUARE NO 22 HUANGHE ROAD CHANGSHU JIANGSU CHINA 215500,CHANGSHU GUANGDAIMPORTEXP,ROOM 702 704 706 263 NO 263 HUANGHE RD CHANGSHU JIANGSU CHINA,60.37735849056604,66.01941747572815,62.72821640105025
CHANGSHU CHANTION IMPORT & EXPORT CO,ROOM 405 BUILDING 1 HSBC TIMES SQUARE NO 22 HUANGHE ROAD CHANGSHU JIANGSU CHINA 215500,CHANGSHU HONGYANG INTERNATIONAL TRADE CO LTD,ROOM1501 BUILDING 20 NO 2 ZHUHAI ROAD CHANGSHU CITY JIANGSU CHINA,60.31746031746032,70.47619047619047,64.55026455026454
CHANGSHU CHANTION IMPORT & EXPORT CO,ROOM 405 BUILDING 1 HSBC TIMES SQUARE NO 22 HUANGHE ROAD CHANGSHU JIANGSU CHINA 215500,CHANGSHU LOVE JOY TEXTILEIMPORT& EX,1512 BUILDING A CHANGSHU WORLD TRADE NO 45 H CHANGSHU CN,60.00000000000001,64.0,61.66666666666667
CHANGSHU CHANTION IMPORT & EXPORT CO,ROOM 405 BUILDING 1 HSBC TIMES SQUARE NO 22 HUANGHE ROAD CHANGSHU JIANGSU CHINA 215500,CHANGSHU TONGR INTERNATIONAL,412 BUILDING 4 HSBC TIMES SQUARE NO 22 HUANGHE ROAD,58.18181818181819,76.28865979381443,65.72633552014996
CHANGSHU CHANTION IMPORT & EXPORT CO,ROOM 405 BUILDING 1 HSBC TIMES SQUARE NO 22 HUANGHE ROAD CHANGSHU JIANGSU CHINA 215500,CHANGSHU ZHENRUI IMPORT&EXPORT CO LTD,HUANGHE ROAD NO 601 SUITE 3 JIA HE SQUARE NO 777 CHANGSHU 424599 CN,59.64912280701755,65.34653465346535,62.023044409704134
